"","album_type","album_release_date","album_release_year","danceability","energy","key","speechiness","valence","tempo","track_id","artists","duration_ms","track_name","track_number","album_name","mode_name","key_mode","artist_ids","track_popularity"
"88","single","2019-08-06",2019,0.832,0.59,8,0.272,0.596,146.939,"38kLHBjtWJaPXcyFhwRVtI","Eladio Carrion;Bad Bunny",152960,"Kemba Walker",1,"Kemba Walker","minor","G# minor","5XJDexmWFLWOkjOEjOVX3e;4q3ewBCX7sLwd24euuV69X",72
"89","single","2019-07-26",2019,0.774,0.851,11,0.255,0.695,180.086,"1kMUGCt7XLDc5Q64Vl0H8S","Residente;Bad Bunny",257864,"Bellacoso",1,"Bellacoso","minor","B minor","5GcWBUX00IPuWVGMIRK1sS;4q3ewBCX7sLwd24euuV69X",70
"90","single","2019-06-14",2019,0.853,0.818,11,0.0922,0.546,149.839,"0bCPJsVGDxPYwQMDZMi4NW","Bad Bunny;Myke Towers",225693,"Estamos Arriba",1,"Estamos Arriba","major","B major","4q3ewBCX7sLwd24euuV69X;7iK8PXO48WeuP03g8YR51W",67
"91","single","2019-05-31",2019,0.61,0.624,2,0.309,0.244,176.169,"2TH65lNHgvLxCKXM3apjxI","Bad Bunny;Tainy",250533,"Callaita",1,"Callaita","major","D major","4q3ewBCX7sLwd24euuV69X;0GM7qgcRCORpGnfcN2tCiB",83
"92","single","2019-05-17",2019,0.794,0.79,10,0.0599,0.577,91.984,"7rknFhrVDyxzTJkPSf7LoW","Jhay Cortez;J Balvin;Bad Bunny",307546,"No Me Conoce - Remix",1,"No Me Conoce (Remix)","minor","A# minor","0EFisYRi20PTADoJrifHrz;1vyhD5VmyZ7KMfW5gqLgo5;4q3ewBCX7sLwd24euuV69X",77
"93","single","2019-05-10",2019,0.795,0.783,5,0.0432,0.799,92.01,"1c0hsvHLELX6y8qymnpLKL","Lunay;Daddy Yankee;Bad Bunny",266086,"Soltera - Remix",1,"Soltera (Remix)","major","F major","47MpMsUfWtgyIIBEFOr4FE;4VMYDCV2IEDYJArk749S6m;4q3ewBCX7sLwd24euuV69X",76
"94","single","2018-12-14",2018,0.743,0.73,10,0.125,0.15,179.972,"5YOkA7qd2983FtBQnP8sYx","Bad Bunny",197967,"Solo de Mi",1,"Solo de Mi","minor","A# minor","4q3ewBCX7sLwd24euuV69X",72
"95","single","2018-11-09",2018,0.877,0.619,9,0.233,0.222,138.109,"0ifLplTQxXkFZKMQpWCHii","Jennifer Lopez;Bad Bunny",222786,"Te Guste",1,"Te Guste","minor","A minor","2DlGxzQSjYe5N6G9nkYghR;4q3ewBCX7sLwd24euuV69X",54
"96","single","2018-10-11",2018,0.817,0.539,6,0.0621,0.158,97.062,"116H0KvKr2Zl4RPuVBruDO","Bad Bunny;Drake",210367,"MIA (feat. Drake)",1,"MIA (feat. Drake)","minor","F# minor","4q3ewBCX7sLwd24euuV69X;3TVXtAsR1Inumwj472S9r4",79
"97","single","2018-09-28",2018,0.817,0.74,11,0.283,0.674,130.04,"2wRkBumdItthjYP9XknImg","Marc Anthony;Will Smith;Bad Bunny",215151,"Está Rico",1,"Está Rico","minor","B minor","4wLXwxDeWQ8mtUIRPxGiD6;41qil2VaGbD194gaEcmmyx;4q3ewBCX7sLwd24euuV69X",67
"98","single","2018-08-30",2018,0.825,0.752,9,0.0537,0.391,113.95,"7jIfxFhZSmH3LGud6D5m2w","Pacho El Antifeka;Daddy Yankee;Bad Bunny",312232,"Como Soy",1,"Como Soy","minor","A minor","03Enzet8KLMkjdeQnbqbmn;4VMYDCV2IEDYJArk749S6m;4q3ewBCX7sLwd24euuV69X",44
"99","single","2018-08-30",2018,0.819,0.753,9,0.0568,0.389,113.974,"6l2UmWFHtPqgWq0hnqlfJT","Pacho El Antifeka;Daddy Yankee;Bad Bunny",312232,"Como Soy",1,"Como Soy","minor","A minor","03Enzet8KLMkjdeQnbqbmn;4VMYDCV2IEDYJArk749S6m;4q3ewBCX7sLwd24euuV69X",50
"100","single","2018-08-21",2018,0.728,0.877,6,0.176,0.78,88.024,"23mxI8WrJJx5SF1M5HirFX","Bad Bunny;Héctor ""El Father""",207480,"Vamos Pa' la Calle",1,"Vamos Pa' la Calle","minor","F# minor","4q3ewBCX7sLwd24euuV69X;2TjgzYcbTdsZjbT9OItIeB",52
"101","single","2018-08-17",2018,0.822,0.601,5,0.297,0.872,96.123,"45jM2fuCq0NHD9p7xn0ptd","Bad Bunny;Ñejo;Pj Sin Suela;DJ Nelson",243700,"¿Cual Es Tu Plan?",1,"¿Cual Es Tu Plan?","minor","F minor","4q3ewBCX7sLwd24euuV69X;2OHKEe204spO7G7NcbeO2o;0AdjzZxHJ4MfbImx2rD0Df;2ydZrTy8U3kOMOzx20s3dg",71
"102","single","2018-08-03",2018,0.622,0.503,5,0.201,0.314,136.048,"21WvAGxPUNJARcZoSqswd7","Nicky Jam;Bad Bunny;Arcangel",256493,"Satisfacción",1,"Satisfacción","minor","F minor","1SupJlEpv7RS2tPNRaHViT;4q3ewBCX7sLwd24euuV69X;4SsVbpTthjScTS7U2hmr1X",57
"103","single","2018-06-29",2018,0.798,0.487,1,0.206,0.292,151.02,"7MjaU5iFujwT1gOyvJnqNp","Arcangel;Bad Bunny",246360,"Original",1,"Original","major","C# major","4SsVbpTthjScTS7U2hmr1X;4q3ewBCX7sLwd24euuV69X",65
"104","single","2018-06-22",2018,0.731,0.854,5,0.149,0.651,150.163,"6WK7h2WfMmnX7zOZnfzoYo","Cardi B;Bad Bunny;J Balvin;Dillon Francis",219200,"I Like It - Dillon Francis Remix",1,"I Like It","minor","F minor","4kYSro6naA4h99UJvo89HB;4q3ewBCX7sLwd24euuV69X;1vyhD5VmyZ7KMfW5gqLgo5;5R3Hr2cnCCjt220Jmt2xLf",58
"105","single","2018-06-22",2018,0.816,0.726,5,0.129,0.65,136.048,"285jK9VYQKmijjcrjD4CRa","Cardi B;Bad Bunny;J Balvin",253390,"I Like It",2,"I Like It","minor","F minor","4kYSro6naA4h99UJvo89HB;4q3ewBCX7sLwd24euuV69X;1vyhD5VmyZ7KMfW5gqLgo5",51
"106","single","2018-06-01",2018,0.861,0.871,4,0.0602,0.775,121.985,"4Ft8CVWRThcudngtIExbh9","Barbosa;Bryant Myers;Bad Bunny",227172,"Te Descuido",1,"Te Descuidó","minor","E minor","1ZTqusXWkfiTeOciFTpphG;6w9ToX5slZ4uIdmD17hJ3c;4q3ewBCX7sLwd24euuV69X",43
"107","single","2018-04-13",2018,0.903,0.675,11,0.214,0.442,96.507,"3V8UKqhEK5zBkBb6d6ub8i","Nio Garcia;Casper Magico;Bad Bunny;Darell;Ozuna;Nicky Jam",417920,"Te Boté - Remix",1,"Te Boté (Remix)","minor","B minor","5hdhHgpxyniooUiQVaPxQ0;1fux65HMCBvfJHqlBc4Nno;4q3ewBCX7sLwd24euuV69X;1TtXnWcUs0FCkaZDPGYHdf;1i8SpTcr7yvPOmcqrbnVXY;1SupJlEpv7RS2tPNRaHViT",79
"108","single","2018-04-13",2018,0.878,0.555,1,0.202,0.751,88.029,"0r9d60ZYPAlFHq8qnUtkXN","Cosculluela;Bad Bunny",190909,"Madura (feat. Bad Bunny)",1,"Madura (feat. Bad Bunny)","minor","C# minor","00me4Ke1LsvMxt5kydlMyU;4q3ewBCX7sLwd24euuV69X",73
"109","single","2018-04-11",2018,0.774,0.682,1,0.126,0.587,125.026,"65n40RsQ9SObH7hNvVTHp0","Yandel;Bad Bunny;Noriel;Cosculluela;Brytiago",395666,"Explícale (feat. Cosculluela & Brytiago) - Remix",1,"Explícale (feat. Cosculluela & Brytiago) [Remix]","major","C# major","0eHQ9o50hj6ZDNBt6Ys1sD;4q3ewBCX7sLwd24euuV69X;3RtNN1VnooWEn3KQk03DUL;00me4Ke1LsvMxt5kydlMyU;00XhexlJEXQstHimpZN910",61
"110","single","2018-03-23",2018,0.772,0.66,11,0.115,0.422,135.956,"08wJw4VdkKImX4t1vL6MsO","Revol;J Balvin;Bad Bunny;Arcangel;De La Ghetto",284626,"Dime",1,"Dime","minor","B minor","2wYOpkTJZGByNEOjEnSmoW;1vyhD5VmyZ7KMfW5gqLgo5;4q3ewBCX7sLwd24euuV69X;4SsVbpTthjScTS7U2hmr1X;3EiLUeyEcA6fbRPSHkG5kb",60
"111","single","2018-03-16",2018,0.795,0.751,8,0.0675,0.537,113.033,"2ECIwi1a7mfokdDkkJ08Ne","KHEA;Bad Bunny;Duki;Cazzu",346460,"Loca - Remix",1,"Loca Remix","major","G# major","4m6ubhNsdwF4psNf3R8kwR;4q3ewBCX7sLwd24euuV69X;1bAftSH8umNcGZ0uyV7LMg;6w3SkAHYPsQ1bxV7VDlG5y",75
"112","single","2018-02-22",2018,0.74,0.595,1,0.0623,0.316,131.96,"3kG1jgWIDmjJkXhOiOmioO","Bad Bunny",187272,"Dime Si Te Acuerdas",1,"Dime Si Te Acuerdas","major","C# major","4q3ewBCX7sLwd24euuV69X",71
"113","single","2018-02-15",2018,0.749,0.418,9,0.0587,0.307,147.887,"68QcquxCS39cQGTsRrJWIR","Bad Bunny",153887,"Amorfoda",1,"Amorfoda","minor","A minor","4q3ewBCX7sLwd24euuV69X",79
"114","single","2018-02-09",2018,0.837,0.604,7,0.0414,0.315,126.049,"72BQwM1wnBQCbjwjRu1rmF","Alex Sensation;Bad Bunny",247253,"Fantasía",1,"Fantasía","minor","G minor","0OROVBEZCocg0FcgJpyBse;4q3ewBCX7sLwd24euuV69X",54
"115","single","2018-01-29",2018,0.775,0.785,2,0.112,0.689,168.005,"4uuGltp3Z6d0IUxsSf4xFl","Benny Benni;Daddy Yankee;Bad Bunny;Pusho;Farruko;Noriel;Miky Woodz",414577,"El Combo Me Llama 2",1,"El Combo Me Llama 2","major","D major","5gUZ67Vzi1FV2SnrWl1GlE;4VMYDCV2IEDYJArk749S6m;4q3ewBCX7sLwd24euuV69X;2qbEtwBVyobgpNP5KcHE9J;329e4yvIujISKGKz1BZZbO;3RtNN1VnooWEn3KQk03DUL;1pf0MPKfKdvS8J779mS1Ay",47
"116","single","2018-01-12",2018,0.567,0.73,9,0.213,0.525,87.237,"2iCOdoyDmWG3hWkbtH1KB2","Natti Natasha;Bad Bunny",225520,"Amantes de una Noche",1,"Amantes de una Noche","minor","A minor","1GDbiv3spRmZ1XdM1jQbT7;4q3ewBCX7sLwd24euuV69X",69
"117","single","2018-01-05",2018,0.647,0.743,6,0.161,0.453,159.986,"0jPkVCHNaLJhhtq70OingB","Flow Mafia;Arcangel;Bad Bunny",278960,"El Favorito de los Capo - Remix",1,"El Favorito de los Capo (Remix)","minor","F# minor","0pxWSJ3TbIRuGPJnmxCfBe;4SsVbpTthjScTS7U2hmr1X;4q3ewBCX7sLwd24euuV69X",35
"118","single","2017-12-29",2017,0.654,0.774,6,0.135,0.395,160.003,"13DJ7BruwToSrQeQyUQgIT","Flow Mafia;Arcangel;Bad Bunny",278884,"Favorito de los Capo (Remix)",1,"Favorito de los Capo (Remix)","minor","F# minor","0pxWSJ3TbIRuGPJnmxCfBe;4SsVbpTthjScTS7U2hmr1X;4q3ewBCX7sLwd24euuV69X",33
"119","single","2017-12-25",2017,0.741,0.679,9,0.127,0.513,163.097,"6HdVpbKJtp4EDpfli4fcOm","Farruko;Nicki Minaj;Bad Bunny;Travis Scott;Rvssian",236953,"Krippy Kush (feat. Travis Scott & Rvssian) - Travis Scott Remix",1,"Krippy Kush (feat. Travis Scott & Rvssian) [Travis Scott Remix]","major","A major","329e4yvIujISKGKz1BZZbO;0hCNtLu0JehylgoiP8L4Gh;4q3ewBCX7sLwd24euuV69X;0Y5tJX1MQlPlqiwlOH1tJY;1fctva4kpRbg2k3v7kwRuS",50
"120","single","2017-12-25",2017,0.74,0.681,9,0.144,0.529,163.235,"7k6bJvnFHLvWakhSqrDxD7","Farruko;Nicki Minaj;Bad Bunny;Travis Scott;Rvssian",236966,"Krippy Kush (feat. Travis Scott & Rvssian) - Travis Scott Remix",1,"Krippy Kush (feat. Travis Scott & Rvssian) [Travis Scott Remix]","major","A major","329e4yvIujISKGKz1BZZbO;0hCNtLu0JehylgoiP8L4Gh;4q3ewBCX7sLwd24euuV69X;0Y5tJX1MQlPlqiwlOH1tJY;1fctva4kpRbg2k3v7kwRuS",31
"121","single","2017-12-01",2017,0.856,0.866,0,0.159,0.638,116.005,"1Bqg4yFeVDJxchh6MjkGKy","Bad Bunny",192001,"Chambea",1,"Chambea","major","C major","4q3ewBCX7sLwd24euuV69X",70
"122","single","2017-11-21",2017,0.743,0.671,9,0.122,0.499,163.229,"038kavjqUaGIYZL5lYocvX","Farruko;Nicki Minaj;Bad Bunny;21 Savage;Rvssian",237160,"Krippy Kush (feat. 21 Savage & Rvssian) - Remix",1,"Krippy Kush (feat. 21 Savage & Rvssian) [Remix]","major","A major","329e4yvIujISKGKz1BZZbO;0hCNtLu0JehylgoiP8L4Gh;4q3ewBCX7sLwd24euuV69X;1URnnhqYAYcrqrcwql10ft;1fctva4kpRbg2k3v7kwRuS",54
"123","single","2017-11-20",2017,0.743,0.687,9,0.128,0.477,163.283,"4EyIi7mtTzIqbErZZUUsRi","Farruko;Nicki Minaj;Bad Bunny;21 Savage;Rvssian",236965,"Krippy Kush (feat. 21 Savage & Rvssian) - Remix",1,"Krippy Kush (feat. 21 Savage & Rvssian) [Remix]","major","A major","329e4yvIujISKGKz1BZZbO;0hCNtLu0JehylgoiP8L4Gh;4q3ewBCX7sLwd24euuV69X;1URnnhqYAYcrqrcwql10ft;1fctva4kpRbg2k3v7kwRuS",23
"124","single","2017-10-25",2017,0.848,0.574,7,0.271,0.493,91.964,"6ipDE6Y0xrjEeaBTuPfW1K","Bad Bunny;Daddy Yankee;Anuel AA;Cosculluela",331440,"Tu No Metes Cabra - Remix",1,"Tu No Metes Cabra Remix","major","G major","4q3ewBCX7sLwd24euuV69X;4VMYDCV2IEDYJArk749S6m;2R21vXR83lH98kGeO99Y66;00me4Ke1LsvMxt5kydlMyU",68
"125","single","2017-10-06",2017,0.671,0.631,0,0.0421,0.205,134.986,"0mQD5ilmghCieAw6E6YFrd","KAROL G;Bad Bunny;Quavo",251906,"Ahora Me Llama - Remix",1,"Ahora Me Llama (Remix)","minor","C minor","790FomKkXshlbRYZFtlgla;4q3ewBCX7sLwd24euuV69X;0VRj0yCOv2FXJNP47XQnx5",64
"126","single","2017-09-29",2017,0.734,0.531,1,0.0321,0.199,130.024,"0gCPvo1GkbtPhMqg5Gbx1K","Daddy Yankee;Bad Bunny",279613,"Vuelve",1,"Vuelve","major","C# major","4VMYDCV2IEDYJArk749S6m;4q3ewBCX7sLwd24euuV69X",74
"127","single","2017-09-22",2017,0.716,0.853,10,0.0487,0.859,97.008,"4MtnnyXkgtagfUcUT663QT","Becky G;Bad Bunny;Ear Candy",210840,"Mayores - Urban Tropical",1,"Mayores (Urban Tropical)","major","A# major","4obzFoKoKRHIphyHzJ35G3;4q3ewBCX7sLwd24euuV69X;1yeRzIylR1uGMCvfAPcYPt",47
"128","single","2017-08-23",2017,0.73,0.62,9,0.0908,0.273,127.025,"4zQJf65ZNkPgEl3i622bbA","Amenazzy;Bad Bunny;Lito Kirino",228676,"Lean",1,"Lean","major","A major","6kq4GHwUcUojGIu0ziSNXf;4q3ewBCX7sLwd24euuV69X;68w2t0wbrGnxSIUHzWs5bt",53
"129","single","2017-08-18",2017,0.796,0.815,7,0.0859,0.604,119.048,"654vkr3TLN4HNh7Venf5IL","Major Lazer;Camila Cabello;Bad Bunny;Quavo;Travis Scott",217815,"Know No Better (feat. Travis Scott & Quavo) - Bad Bunny Remix",1,"Know No Better (feat. Travis Scott & Quavo) [Bad Bunny Remix]","minor","G minor","738wLrAtLtCtFOLvQBXOXp;4nDoRrQiYLoBzwC5BhVJzF;4q3ewBCX7sLwd24euuV69X;0VRj0yCOv2FXJNP47XQnx5;0Y5tJX1MQlPlqiwlOH1tJY",12
"130","single","2017-07-31",2017,0.791,0.866,6,0.0497,0.71,96.011,"4ocmZDCb43B5WRYMKZSxhM","Nacho;Yandel;Bad Bunny;Mambo Kingz;DJ Luian",217080,"Báilame - Remix",1,"Báilame (Remix)","major","F# major","2ayNSoKPCRAfjp6hQ76hRu;0eHQ9o50hj6ZDNBt6Ys1sD;4q3ewBCX7sLwd24euuV69X;2T1aUibqR2QC2sINIDQOAK;64aJYyrXljOodnUG6jvhRD",55
"131","single","2017-07-28",2017,0.573,0.785,10,0.219,0.57,116.064,"3fxA2cyH4qLZEm7DcAvZQp","Bad Bunny;Arcangel;Almighty;Black Jonas Point;Quimico Ultra Mega",296112,"Panamera - Remix",1,"Panamera (Remix)","minor","A# minor","4q3ewBCX7sLwd24euuV69X;4SsVbpTthjScTS7U2hmr1X;6P6GTRTigHBp8ZesNtpCKH;5ImkeVBlU11axX5QwOWg12;3tZdknQnzsVIIdaGCTj4RX",39
"132","single","2017-07-28",2017,0.57,0.769,10,0.267,0.611,116.259,"3mGI2PNlbb36Hrq1AZe385","Bad Bunny;Arcangel;Almighty;Black Jonas Point;Quimico Ultra Mega",296254,"Panamera - Remix",1,"Panamera (Remix)","minor","A# minor","4q3ewBCX7sLwd24euuV69X;4SsVbpTthjScTS7U2hmr1X;6P6GTRTigHBp8ZesNtpCKH;5ImkeVBlU11axX5QwOWg12;3tZdknQnzsVIIdaGCTj4RX",51
"133","single","2017-07-14",2017,0.743,0.855,5,0.0436,0.871,96.989,"7JNh1cfm0eXjqFVOzKLyau","Becky G;Bad Bunny",202453,"Mayores",1,"Mayores","minor","F minor","4obzFoKoKRHIphyHzJ35G3;4q3ewBCX7sLwd24euuV69X",68
"134","single","2017-07-06",2017,0.86,0.641,7,0.219,0.432,92.013,"43SMQMC2X2fAOuTPRnSGrG","Bad Bunny",170762,"Tu No Metes Cabra",1,"Tu No Metes Cabra","major","G major","4q3ewBCX7sLwd24euuV69X",70
"135","single","2017-06-30",2017,0.707,0.609,6,0.126,0.579,134.91,"5gFAT2DbEt4TOMXyAMEixG","Brytiago;Bad Bunny",218909,"Netflixxx",1,"Netflixxx","minor","F# minor","00XhexlJEXQstHimpZN910;4q3ewBCX7sLwd24euuV69X",68
"136","single","2017-06-27",2017,0.778,0.73,10,0.0679,0.39,119.956,"5dhOWHLE6k2uBeKRwDOniw","Breakfast n Vegas;Messiah;Bad Bunny;Tory Lanez;DJ Yonny",211500,"Give It Up",1,"Give It Up","minor","A# minor","0iwRZ9bQya1TDUAk5qN5YX;0tR60pwxQ5WKjPxQcKoCQ7;4q3ewBCX7sLwd24euuV69X;2jku7tDXc6XoB6MO2hFuqg;1y5Pyw7YKEtvJUysXq7IxH",42
"137","single","2017-06-22",2017,0.823,0.457,0,0.119,0.268,115.991,"1RijmOnza5p9CzaFKr8W1Y","Bad Bunny;J Balvin;Ozuna;Arcangel",315846,"Soy Peor - Remix",1,"Soy Peor Remix","minor","C minor","4q3ewBCX7sLwd24euuV69X;1vyhD5VmyZ7KMfW5gqLgo5;1i8SpTcr7yvPOmcqrbnVXY;4SsVbpTthjScTS7U2hmr1X",68
"138","single","2017-06-05",2017,0.523,0.629,1,0.0549,0.209,140.101,"2SzgK8i6si6ETtu57nTdSn","Bryant Myers;Bad Bunny",283120,"Un Ratito Mas",1,"Un Ratito Mas","major","C# major","6w9ToX5slZ4uIdmD17hJ3c;4q3ewBCX7sLwd24euuV69X",69
"139","single","2017-05-26",2017,0.652,0.577,7,0.0373,0.123,134.987,"4jhIWuW51XDplWJRfnG7AU","KAROL G;Bad Bunny",233293,"Ahora Me Llama",1,"Ahora Me Llama","minor","G minor","790FomKkXshlbRYZFtlgla;4q3ewBCX7sLwd24euuV69X",61
"140","single","2017-05-19",2017,0.773,0.583,1,0.054,0.373,138.009,"3uPLiBTUgz7wrGJ2mw1rzM","Bad Bunny;Farruko;DJ Luian;Mambo Kingz",201739,"Blockia",1,"Blockia","minor","C# minor","4q3ewBCX7sLwd24euuV69X;329e4yvIujISKGKz1BZZbO;64aJYyrXljOodnUG6jvhRD;2T1aUibqR2QC2sINIDQOAK",59
"141","single","2017-04-11",2017,0.841,0.53,9,0.205,0.686,114.028,"2wgDAPgBhFA7pnIbm0YOhP","Bad Bunny;Mambo Kingz;DJ Luian;Arcangel;Almighty;Bryant Myers;Noriel;Baby Rasta;Brytiago",412631,"Me Mata",1,"Me Mata","major","A major","4q3ewBCX7sLwd24euuV69X;2T1aUibqR2QC2sINIDQOAK;64aJYyrXljOodnUG6jvhRD;4SsVbpTthjScTS7U2hmr1X;6P6GTRTigHBp8ZesNtpCKH;6w9ToX5slZ4uIdmD17hJ3c;3RtNN1VnooWEn3KQk03DUL;0GgyFUpOyzWDRDqx8FCTDN;00XhexlJEXQstHimpZN910",73
"142","single","2017-04-07",2017,0.749,0.602,2,0.0865,0.158,120.082,"54Jbp9l25XPwT0hXvpULRh","Sixto Rein;Lary Over;Bad Bunny;EZ El Ezeta",260706,"Trepate",1,"Trepate","major","D major","2dYSrA999b3VYp5V4J12T7;1jSjfSgDjedJdi5MoyRu78;4q3ewBCX7sLwd24euuV69X;4nxZciIJ63XsyL0YfKCkgJ",45
"143","single","2017-03-24",2017,0.767,0.581,1,0.43,0.19,118.152,"4PE7pAJ3DDmJdxWzpsXrlS","Kevin Roldan;Bad Bunny",215593,"Tranquilo",1,"Tranquilo","minor","C# minor","1RBzGO6Nm3uyhUSxP7EDWO;4q3ewBCX7sLwd24euuV69X",49
"144","single","2017-03-11",2017,0.748,0.69,0,0.0477,0.433,131.972,"5hKjEpYrJIJs6uPl7zw6Y6","Jory Boy;Bad Bunny",233250,"No Te Hagas",1,"No Te Hagas","minor","C minor","5lFhCi03HDneWzvCxGctrT;4q3ewBCX7sLwd24euuV69X",73
"145","single","2017-03-10",2017,0.848,0.644,4,0.153,0.645,121.946,"7b59ZUw0TkGZuE0HNeiuc4","Bad Bunny;Kevin Roldan;Noriel;Bryant Myers;Almighty",290012,"Me Llueven 3.0",1,"Me Llueven 3.0","minor","E minor","4q3ewBCX7sLwd24euuV69X;1RBzGO6Nm3uyhUSxP7EDWO;3RtNN1VnooWEn3KQk03DUL;6w9ToX5slZ4uIdmD17hJ3c;6P6GTRTigHBp8ZesNtpCKH",55
"146","single","2017-03-02",2017,0.853,0.755,7,0.268,0.674,122.015,"7oZKzSymWd6cTXX4sEYiXo","Bad Bunny;Almighty;Denyerkin;Quimico Ultra Mega;El Fother",230837,"Me Llueven 2",1,"Me Llueven 2","major","G major","4q3ewBCX7sLwd24euuV69X;6P6GTRTigHBp8ZesNtpCKH;6CeuGv4HZFxwZB1LyCBUjn;3tZdknQnzsVIIdaGCTj4RX;0pm4ijsngxgyYEZl0UeXug",49
"147","single","2017-02-06",2017,0.752,0.748,6,0.0895,0.497,115.01,"2sA4woGW5KgEgGXXxOKPAZ","Trap Capos;Noriel;Bad Bunny;Almighty",295304,"Amigos y Enemigos (feat. Bad Bunny & Almighty) - Remix",1,"Amigos y Enemigos (Remix)","major","F# major","2pQAUIesBqfT87PaM1ijtk;3RtNN1VnooWEn3KQk03DUL;4q3ewBCX7sLwd24euuV69X;6P6GTRTigHBp8ZesNtpCKH",64
"148","single","2017-01-27",2017,0.718,0.702,6,0.137,0.525,120.052,"7GfSJBI4qbAG40RTa9jhVu","Justin Quiles;Bad Bunny;Almighty",270000,"Crecia",1,"Crecia","minor","F# minor","14zUHaJZo1mnYtn6IBRaRP;4q3ewBCX7sLwd24euuV69X;6P6GTRTigHBp8ZesNtpCKH",57
"149","single","2017-01-02",2017,0.76,0.718,1,0.232,0.557,128.14,"2QrGCbW0ylj94JfkgLZFlA","Bad Bunny;Bryant Myers",191294,"Pa Ti",1,"Pa Ti","major","C# major","4q3ewBCX7sLwd24euuV69X;6w9ToX5slZ4uIdmD17hJ3c",74
"150","single","2016-12-25",2016,0.769,0.701,1,0.0747,0.349,130.011,"6l4qSMR0iVGnZibf5piyJ8","Revol;Bad Bunny;Bryant Myers;Zion;De La Ghetto",299194,"Caile",1,"Caile","minor","C# minor","2wYOpkTJZGByNEOjEnSmoW;4q3ewBCX7sLwd24euuV69X;6w9ToX5slZ4uIdmD17hJ3c;1pgDilWYDWLoOgGjf1iHNu;3EiLUeyEcA6fbRPSHkG5kb",68
"151","single","2016-12-08",2016,0.808,0.611,0,0.0663,0.172,116.011,"1JxhrUWZjuI8AOjDJ1JpMN","Bad Bunny",257384,"Soy Peor",1,"Soy Peor","minor","C minor","4q3ewBCX7sLwd24euuV69X",77
"152","single","2016-09-30",2016,0.815,0.514,6,0.361,0.623,120.054,"6NSMQFKgjpQb0KkjMDYIK0","Arcangel;Bad Bunny;Mambo Kingz;DJ Luian",264000,"Tu No Vive Asi (feat. Mambo Kingz & DJ Luian)",1,"Tu No Vive Asi (feat. Mambo Kingz & DJ Luian)","minor","F# minor","4SsVbpTthjScTS7U2hmr1X;4q3ewBCX7sLwd24euuV69X;2T1aUibqR2QC2sINIDQOAK;64aJYyrXljOodnUG6jvhRD",74
"153","single","2016-08-26",2016,0.813,0.56,2,0.0618,0.287,118.033,"6C1RD7YQVvt3YQj0CmuTeu","Bad Bunny;Ozuna;Farruko;Arcangel;Ñengo Flow;DJ Luian;Mambo Kingz",286040,"Diles",1,"Diles","minor","D minor","4q3ewBCX7sLwd24euuV69X;1i8SpTcr7yvPOmcqrbnVXY;329e4yvIujISKGKz1BZZbO;4SsVbpTthjScTS7U2hmr1X;12vb80Km0Ew53ABfJOepVz;64aJYyrXljOodnUG6jvhRD;2T1aUibqR2QC2sINIDQOAK",82
"154","single","2016-07-29",2016,0.624,0.62,10,0.0719,0.428,114.806,"1TqafPEsBS77cOefzHXs3s","Kelmitt;Bad Bunny;Darell",355500,"Otra Vez",1,"Otra Vez","minor","A# minor","6tOv5UYDorjmsernjtaHO1;4q3ewBCX7sLwd24euuV69X;1TtXnWcUs0FCkaZDPGYHdf",51
