"","album_type","album_release_date","album_release_year","danceability","energy","key","speechiness","valence","tempo","track_id","artists","duration_ms","track_name","album_name","mode_name","key_mode","artist_ids","track_popularity"
"332","single","2018-03-16",2018,0.874,0.789,0,0.036,0.454,125.036,"7DaKPjJtDUaJq1RUEI8ucI","MC Fioti;J Balvin;Stefflon Don;Future;Juan Magán;Jax Jones",208909,"Bum Bum Tam Tam - Jax Jones Alternate Edit","Bum Bum Tam Tam (Jax Jones Remix)","major","C major","2W6kbe0nm96COrHzNmfLLd;1vyhD5VmyZ7KMfW5gqLgo5;2ExGrw6XpbtUAJHTLtUXUD;1RyvyyTE3xzB2ZywiAwp0i;1ackd5XprZEkH3McKbQD51;4Q6nIcaBED8qUel8bBx6Cr",8
"333","single","2018-03-05",2018,0.785,0.84,10,0.0576,0.823,125.052,"0GeRJnqz1q4bkAbR7oR3qv","Stefflon Don;MC Fioti;J Balvin;Future;Jonas Blue",186149,"Bum Bum Tam Tam - Jonas Blue Remix","Bum Bum Tam Tam (Jonas Blue Remix)","minor","A# minor","2ExGrw6XpbtUAJHTLtUXUD;2W6kbe0nm96COrHzNmfLLd;1vyhD5VmyZ7KMfW5gqLgo5;1RyvyyTE3xzB2ZywiAwp0i;1HBjj22wzbscIZ9sEb5dyf",10
"334","single","2018-03-05",2018,0.821,0.87,10,0.0654,0.772,124.999,"23cixn3e6AcLz2G3ujfMEJ","Stefflon Don;MC Fioti;J Balvin;Future;Jonas Blue",267012,"Bum Bum Tam Tam - Jonas Blue Extended Mix","Bum Bum Tam Tam (Jonas Blue Remix)","minor","A# minor","2ExGrw6XpbtUAJHTLtUXUD;2W6kbe0nm96COrHzNmfLLd;1vyhD5VmyZ7KMfW5gqLgo5;1RyvyyTE3xzB2ZywiAwp0i;1HBjj22wzbscIZ9sEb5dyf",0
"335","single","2018-03-02",2018,0.785,0.84,10,0.0576,0.823,125.052,"7vh69SQxqTfa5tsG4zeZOk","MC Fioti;J Balvin;Stefflon Don;Future;Jonas Blue",186149,"Bum Bum Tam Tam - Jonas Blue Remix","Bum Bum Tam Tam (feat. Future) [Jonas Blue Remix]","minor","A# minor","2W6kbe0nm96COrHzNmfLLd;1vyhD5VmyZ7KMfW5gqLgo5;2ExGrw6XpbtUAJHTLtUXUD;1RyvyyTE3xzB2ZywiAwp0i;1HBjj22wzbscIZ9sEb5dyf",25
"336","single","2018-03-02",2018,0.821,0.87,10,0.0654,0.772,124.999,"3JD39Mvo447EhbkgaZ1Vbz","MC Fioti;J Balvin;Stefflon Don;Future;Jonas Blue",267012,"Bum Bum Tam Tam - Jonas Blue Extended Remix","Bum Bum Tam Tam (feat. Future) [Jonas Blue Remix]","minor","A# minor","2W6kbe0nm96COrHzNmfLLd;1vyhD5VmyZ7KMfW5gqLgo5;2ExGrw6XpbtUAJHTLtUXUD;1RyvyyTE3xzB2ZywiAwp0i;1HBjj22wzbscIZ9sEb5dyf",4
"337","single","2018-03-02",2018,0.671,0.91,11,0.0701,0.395,124.97,"1lEFK91mv8IXbJpvkZzQCV","J Balvin;Willy William",213360,"Mi Gente - Alesso Remix","Mi Gente (Alesso Remix)","minor","B minor","1vyhD5VmyZ7KMfW5gqLgo5;4RSyJzf7ef6Iu2rnLdabNq",18
"338","single","2018-03-02",2018,0.798,0.864,11,0.106,0.867,127.996,"4uTJr5r1QvxL07vCoRjmLf","J Balvin;Willy William;Cedric Gervais",269261,"Mi Gente - Cedric Gervais Remix","Mi Gente (Cedric Gervais Remix)","major","B major","1vyhD5VmyZ7KMfW5gqLgo5;4RSyJzf7ef6Iu2rnLdabNq;4Wjf8diP59VmPG7fi4y724",24
"339","single","2018-03-02",2018,0.7,0.901,2,0.0754,0.543,109.984,"3EYLY5RQf3VAgLf2D6J14J","J Balvin;Willy William",205090,"Mi Gente - Dillon Francis Remix","Mi Gente (Dillon Francis Remix)","major","D major","1vyhD5VmyZ7KMfW5gqLgo5;4RSyJzf7ef6Iu2rnLdabNq",10
"340","single","2018-03-02",2018,0.783,0.897,11,0.107,0.692,108.019,"679UxHIoxObcjQyVFop8t1","J Balvin;Willy William",215555,"Mi Gente - Henry Fong Remix","Mi Gente (Henry Fong Remix)","minor","B minor","1vyhD5VmyZ7KMfW5gqLgo5;4RSyJzf7ef6Iu2rnLdabNq",5
"341","single","2018-03-02",2018,0.717,0.954,11,0.256,0.436,128,"5SAWjpUErz6K0Vybecngka","J Balvin;Willy William",236250,"Mi Gente - Steve Aoki Remix","Mi Gente (Steve Aoki Remix)","minor","B minor","1vyhD5VmyZ7KMfW5gqLgo5;4RSyJzf7ef6Iu2rnLdabNq",23
"342","single","2018-03-02",2018,0.765,0.662,11,0.0467,0.623,126.006,"5Osqkzv6Jfv4WZmwqQAPs2","J Balvin;Willy William",238095,"Mi Gente - Sunnery James & Ryan Marciano Remix","Mi Gente (Sunnery James & Ryan Marciano Remix)","minor","B minor","1vyhD5VmyZ7KMfW5gqLgo5;4RSyJzf7ef6Iu2rnLdabNq",18
"343","single","2018-02-26",2018,0.81,0.784,3,0.0622,0.817,88.001,"5ssi8k015gKhPXEgC7qDU2","J Balvin",254906,"Ahora","Ahora","minor","D# minor","1vyhD5VmyZ7KMfW5gqLgo5",55
"344","single","2018-02-23",2018,0.785,0.84,10,0.0576,0.823,125.052,"7DxW9WmTwWO8lkdNJq0c66","MC Fioti;Future;J Balvin;Stefflon Don;Jonas Blue",186149,"Bum Bum Tam Tam - Jonas Blue Remix","Bum Bum Tam Tam (Jonas Blue Remix)","minor","A# minor","2W6kbe0nm96COrHzNmfLLd;1RyvyyTE3xzB2ZywiAwp0i;1vyhD5VmyZ7KMfW5gqLgo5;2ExGrw6XpbtUAJHTLtUXUD;1HBjj22wzbscIZ9sEb5dyf",45
"345","single","2018-02-22",2018,0.578,0.764,9,0.0539,0.684,180.016,"30KZEVzHim7QDNmPSAEwW5","Nicky Jam;J Balvin",173688,"X","X","minor","A minor","1SupJlEpv7RS2tPNRaHViT;1vyhD5VmyZ7KMfW5gqLgo5",51
"346","single","2018-02-12",2018,0.766,0.677,1,0.224,0.59,143.946,"2TQTZ2TSAO5eGgkCtjxjrt","Chris Jedi;J Balvin;Ozuna;Cardi B;Offset;Anuel;Arcangel",276013,"Ahora Dice - Real Hasta La Muerte Remix","Ahora Dice (Real Hasta La Muerte Remix)","major","C# major","0qTZZWLzuD59Un5r1speHm;1vyhD5VmyZ7KMfW5gqLgo5;1i8SpTcr7yvPOmcqrbnVXY;4kYSro6naA4h99UJvo89HB;4DdkRBBYG6Yk9Ka8tdJ9BW;00VnRQuhdfjkeaXeDu5dlW;4SsVbpTthjScTS7U2hmr1X",66
"347","single","2018-01-19",2018,0.618,0.836,9,0.379,0.54,212.058,"4vKltMFviBKMdhYu3FDLY0","J Balvin;Jeon;Anitta",181733,"Machika","Machika","major","A major","1vyhD5VmyZ7KMfW5gqLgo5;3ECsaSd1fom8coUUkkFzqt;7FNnA9vBm6EKceENgCGRMb",55
"348","single","2017-12-22",2017,0.796,0.91,10,0.0412,0.554,95.998,"4jKX16TcfQIrqY1ZzDIZb2","J Balvin;Jowell & Randy;Nicky Jam;Wisin;Yandel;Ozuna",322906,"Bonita - Remix","Bonita (Remix)","minor","A# minor","1vyhD5VmyZ7KMfW5gqLgo5;4IMAo2UQchVFyPH24PAjUs;1SupJlEpv7RS2tPNRaHViT;3E6xrwgnVfYCrCs0ePERDz;0eHQ9o50hj6ZDNBt6Ys1sD;1i8SpTcr7yvPOmcqrbnVXY",63
"349","single","2017-12-15",2017,0.896,0.675,1,0.124,0.659,131.999,"6k2900NjJeVqZM55G3Danu","MC Fioti;Future;J Balvin;Stefflon Don;Juan Magán",213988,"Bum Bum Tam Tam","Bum Bum Tam Tam","major","C# major","2W6kbe0nm96COrHzNmfLLd;1RyvyyTE3xzB2ZywiAwp0i;1vyhD5VmyZ7KMfW5gqLgo5;2ExGrw6XpbtUAJHTLtUXUD;1ackd5XprZEkH3McKbQD51",71
"350","single","2017-12-15",2017,0.898,0.678,1,0.133,0.643,131.996,"3SMgehLKsUKiaA8j3nXYmF","MC Fioti;Future;J Balvin;Stefflon Don;Juan Magán",213988,"Bum Bum Tam Tam","Bum Bum Tam Tam","major","C# major","2W6kbe0nm96COrHzNmfLLd;1RyvyyTE3xzB2ZywiAwp0i;1vyhD5VmyZ7KMfW5gqLgo5;2ExGrw6XpbtUAJHTLtUXUD;1ackd5XprZEkH3McKbQD51",26
"351","single","2017-12-15",2017,0.898,0.699,1,0.112,0.64,131.99,"1iorD91CVluky0451z8MOB","MC Fioti;J Balvin;Stefflon Don;Future;Juan Magán",213988,"Bum Bum Tam Tam","Bum Bum Tam Tam","major","C# major","2W6kbe0nm96COrHzNmfLLd;1vyhD5VmyZ7KMfW5gqLgo5;2ExGrw6XpbtUAJHTLtUXUD;1RyvyyTE3xzB2ZywiAwp0i;1ackd5XprZEkH3McKbQD51",35
"352","single","2017-12-15",2017,0.898,0.699,1,0.112,0.64,131.99,"7qsxihKKrjn9kE7rKMwmw6","MC Fioti;J Balvin;Stefflon Don;Future;Juan Magán",213988,"Bum Bum Tam Tam","Bum Bum Tam Tam","major","C# major","2W6kbe0nm96COrHzNmfLLd;1vyhD5VmyZ7KMfW5gqLgo5;2ExGrw6XpbtUAJHTLtUXUD;1RyvyyTE3xzB2ZywiAwp0i;1ackd5XprZEkH3McKbQD51",55
"353","single","2017-11-23",2017,0.864,0.762,1,0.114,0.517,139.966,"4MBGGazTcaBvLrjmHRlcYn","J Balvin;Willy William;4B",140571,"Mi Gente - 4B Remix","Mi Gente (4B Remix)","major","C# major","1vyhD5VmyZ7KMfW5gqLgo5;4RSyJzf7ef6Iu2rnLdabNq;19xrjdWF8SXR0WAAocvKTY",0
"354","single","2017-11-23",2017,0.617,0.938,11,0.0687,0.583,75.029,"5yujlTFkCobr7hTfLGlMIL","J Balvin;Willy William;Aazar",198400,"Mi Gente - Aazar Remix","Mi Gente (Aazar Remix)","minor","B minor","1vyhD5VmyZ7KMfW5gqLgo5;4RSyJzf7ef6Iu2rnLdabNq;7oNtf1MwhHcyXRsYXE1WsG",0
"355","single","2017-11-23",2017,0.804,0.864,4,0.111,0.656,118.068,"33r6dx7JarmHsdGEsf4Qky","J Balvin;Willy William;Busta K",183199,"Mi Gente - Busta K Remix","Mi Gente (Busta K Remix)","minor","E minor","1vyhD5VmyZ7KMfW5gqLgo5;4RSyJzf7ef6Iu2rnLdabNq;0zpB6hHRw9lCMSRTf3l7hE",1
"356","single","2017-11-23",2017,0.47,0.873,11,0.0588,0.136,125.595,"2w6zunUHitZSrIunI9jYLg","J Balvin;Willy William",211481,"Mi Gente - F4st & Velza Loudness Remix","Mi Gente (F4st & Velza Loudness Remix)","minor","B minor","1vyhD5VmyZ7KMfW5gqLgo5;4RSyJzf7ef6Iu2rnLdabNq",0
"357","single","2017-11-23",2017,0.946,0.671,6,0.175,0.71,119.999,"79hGujqrVFyssAcu1DvMMt","J Balvin;Willy William;HUGEL",208366,"Mi Gente - Hugel Remix","Mi Gente (Hugel Remix)","minor","F# minor","1vyhD5VmyZ7KMfW5gqLgo5;4RSyJzf7ef6Iu2rnLdabNq;5PlfkPxwCpRRWQJBxCa0By",14
"358","single","2017-11-23",2017,0.731,0.919,11,0.0954,0.112,125.048,"4gucdor6kJHUhLqGvMDOBR","J Balvin;Willy William",288000,"Mi Gente - Moska Remix","Mi Gente (Moska Remix)","minor","B minor","1vyhD5VmyZ7KMfW5gqLgo5;4RSyJzf7ef6Iu2rnLdabNq",3
"359","single","2017-11-19",2017,0.775,0.679,4,0.135,0.619,166.008,"3Ga6eKrUFf12ouh9Yw3v2D","Anitta;J Balvin",193456,"Downtown","Downtown","minor","E minor","7FNnA9vBm6EKceENgCGRMb;1vyhD5VmyZ7KMfW5gqLgo5",76
"360","single","2017-11-10",2017,0.868,0.717,1,0.106,0.486,139.971,"6rPFU47I94qFH8XmNSsJ3z","J Balvin;Willy William;4B",140613,"Mi Gente - 4B Remix","Mi Gente (4B Remix)","major","C# major","1vyhD5VmyZ7KMfW5gqLgo5;4RSyJzf7ef6Iu2rnLdabNq;0LIl9fjMPEZp8UDiL8Yuo4",18
"361","single","2017-11-10",2017,0.613,0.926,11,0.096,0.547,74.995,"7e7Wg5bgN1TihWJ57fQVoC","J Balvin;Willy William;Aazar",199853,"Mi Gente - Aazar Remix","Mi Gente (Aazar Remix)","minor","B minor","1vyhD5VmyZ7KMfW5gqLgo5;4RSyJzf7ef6Iu2rnLdabNq;7oNtf1MwhHcyXRsYXE1WsG",11
"362","single","2017-11-10",2017,0.794,0.829,4,0.138,0.668,118.05,"4jaw2ZQd9dRUPAFTgh0bNf","J Balvin;Willy William;Busta K",183840,"Mi Gente - Busta K Remix","Mi Gente (Busta K Remix)","minor","E minor","1vyhD5VmyZ7KMfW5gqLgo5;4RSyJzf7ef6Iu2rnLdabNq;0zpB6hHRw9lCMSRTf3l7hE",19
"363","single","2017-11-10",2017,0.469,0.824,11,0.0602,0.192,127.956,"54cWv2d3IYkKUXT32TQT0X","J Balvin;Willy William;F4ST;Velza & Loudness",212480,"Mi Gente - F4st & Velza Loudness Remix","Mi Gente (F4st & Velza Loudness Remix)","minor","B minor","1vyhD5VmyZ7KMfW5gqLgo5;4RSyJzf7ef6Iu2rnLdabNq;25zPr5malvJ4FznDZUVo1a;2kOMJsJc6Ai550awSlkfOS",18
"364","single","2017-11-10",2017,0.949,0.64,6,0.182,0.755,119.976,"4QzKCjzLcQzOtpkNv9yjev","J Balvin;Willy William;HUGEL",209506,"Mi Gente - Hugel Remix","Mi Gente (Hugel Remix)","minor","F# minor","1vyhD5VmyZ7KMfW5gqLgo5;4RSyJzf7ef6Iu2rnLdabNq;5PlfkPxwCpRRWQJBxCa0By",46
"365","single","2017-11-10",2017,0.733,0.878,11,0.1,0.128,125.043,"1nGEKxodBJGRGBQYnmFtLL","J Balvin;Willy William;Paulinho Moska",289466,"Mi Gente - Moska Remix","Mi Gente (Moska Remix)","major","B major","1vyhD5VmyZ7KMfW5gqLgo5;4RSyJzf7ef6Iu2rnLdabNq;50sWvKw2zsmX9lmcPWmJaT",23
"366","single","2017-11-10",2017,0.671,0.875,11,0.0732,0.414,124.957,"1WehsK4RzH0uvxWBpfFP1X","J Balvin;Willy William;Alesso",213973,"Mi Gente - Alesso Remix","Mi Gente (Alesso Remix)","minor","B minor","1vyhD5VmyZ7KMfW5gqLgo5;4RSyJzf7ef6Iu2rnLdabNq;4AVFqumd2ogHFlRbKIjp1t",22
"367","single","2017-11-10",2017,0.799,0.871,11,0.0979,0.854,127.987,"5xFbNg35Aq7aNSK6lgXJOq","J Balvin;Willy William;Cedric Gervais",270173,"Mi Gente - Cedric Gervais Remix","Mi Gente (Cedric Gervais Remix)","major","B major","1vyhD5VmyZ7KMfW5gqLgo5;4RSyJzf7ef6Iu2rnLdabNq;4Wjf8diP59VmPG7fi4y724",28
"368","single","2017-11-10",2017,0.711,0.882,2,0.0685,0.562,109.982,"2JJpKxMNhKj3DtorJTBr8p","J Balvin;Willy William;Dillon Francis",204800,"Mi Gente - Dillon Francis Remix","Mi Gente (Dillon Francis Remix)","major","D major","1vyhD5VmyZ7KMfW5gqLgo5;4RSyJzf7ef6Iu2rnLdabNq;5R3Hr2cnCCjt220Jmt2xLf",20
"369","single","2017-11-10",2017,0.778,0.866,11,0.106,0.7,108.025,"65RkWaH3KK5glHLhIQHscY","J Balvin;Willy William;Henry Fong",217013,"Mi Gente - Henry Fong Remix","Mi Gente (Henry Fong Remix)","minor","B minor","1vyhD5VmyZ7KMfW5gqLgo5;4RSyJzf7ef6Iu2rnLdabNq;3nALc9PyUfe6CO3EY9bNhH",9
"370","single","2017-11-10",2017,0.724,0.935,11,0.239,0.544,127.961,"0pgyagVS69tp3WEtQ4FtFA","J Balvin;Willy William;Steve Aoki",237720,"Mi Gente - Steve Aoki Remix","Mi Gente (Steve Aoki Remix)","minor","B minor","1vyhD5VmyZ7KMfW5gqLgo5;4RSyJzf7ef6Iu2rnLdabNq;77AiFEVeAVj2ORpC85QVJs",36
"371","single","2017-11-10",2017,0.771,0.662,11,0.0443,0.591,125.995,"3CP6JcusFXmSmRbHcHEuyG","J Balvin;Willy William;Sunnery James & Ryan Marciano",238080,"Mi Gente - Sunnery James & Ryan Marciano Remix","Mi Gente (Sunnery James & Ryan Marciano Remix)","minor","B minor","1vyhD5VmyZ7KMfW5gqLgo5;4RSyJzf7ef6Iu2rnLdabNq;7kABWMhjA5GIl9PBEasBPt",11
"372","single","2017-11-07",2017,0.864,0.762,1,0.114,0.517,139.966,"1Q7c6zZGdyTlBCPRlQ9INd","J Balvin;Willy William;4B",140571,"Mi Gente - 4B Remix","Mi Gente (4B Remix)","major","C# major","1vyhD5VmyZ7KMfW5gqLgo5;4RSyJzf7ef6Iu2rnLdabNq;0LIl9fjMPEZp8UDiL8Yuo4",12
"373","single","2017-11-07",2017,0.617,0.938,11,0.0687,0.583,75.029,"3qTwHJ9S1kK5d3z3q5RWGN","J Balvin;Willy William;Aazar",198400,"Mi Gente - Aazar Remix","Mi Gente (Aazar Remix)","minor","B minor","1vyhD5VmyZ7KMfW5gqLgo5;4RSyJzf7ef6Iu2rnLdabNq;7oNtf1MwhHcyXRsYXE1WsG",8
"374","single","2017-11-07",2017,0.804,0.864,4,0.111,0.656,118.068,"2ZIddTyeQwIJHj3ru77HWw","J Balvin;Willy William;Busta K",183199,"Mi Gente - Busta K Remix","Mi Gente (Busta K Remix)","minor","E minor","1vyhD5VmyZ7KMfW5gqLgo5;4RSyJzf7ef6Iu2rnLdabNq;0zpB6hHRw9lCMSRTf3l7hE",11
"375","single","2017-11-07",2017,0.47,0.873,11,0.0588,0.136,125.595,"3Oo7GUPSn3Nvdi4XBBhHyv","J Balvin;Willy William;F4ST;Velza & Loudness",211481,"Mi Gente - F4ST, Velza & Loudness Remix","Mi Gente (F4ST, Velza & Loudness Remix)","minor","B minor","1vyhD5VmyZ7KMfW5gqLgo5;4RSyJzf7ef6Iu2rnLdabNq;25zPr5malvJ4FznDZUVo1a;2kOMJsJc6Ai550awSlkfOS",7
"376","single","2017-11-07",2017,0.786,0.737,9,0.0771,0.283,127.992,"7h6PtvNF3KZHmf7cs8BzAE","J Balvin;Willy William;Hardwell;Quintino",142968,"Mi Gente - Hardwell & Quintino Remix","Mi Gente (Hardwell & Quintino Remix)","major","A major","1vyhD5VmyZ7KMfW5gqLgo5;4RSyJzf7ef6Iu2rnLdabNq;6BrvowZBreEkXzJQMpL174;1V3VTM7VspiQjcmRhC010n",24
"377","single","2017-11-07",2017,0.946,0.671,6,0.175,0.71,119.999,"3zlFFMscOvD17ayTkFOJVV","J Balvin;Willy William;HUGEL",208366,"Mi Gente - Hugel Remix","Mi Gente (Hugel Remix)","minor","F# minor","1vyhD5VmyZ7KMfW5gqLgo5;4RSyJzf7ef6Iu2rnLdabNq;5PlfkPxwCpRRWQJBxCa0By",29
"378","single","2017-11-07",2017,0.732,0.919,11,0.0947,0.111,125.05,"60vN45twlAuu7puZcDh5j7","J Balvin;Willy William;Moska",288000,"Mi Gente - Moska Remix","Mi Gente (Moska Remix)","minor","B minor","1vyhD5VmyZ7KMfW5gqLgo5;4RSyJzf7ef6Iu2rnLdabNq;3xKmiuyEnbvjs3RM3LpGvE",15
"379","single","2017-11-03",2017,0.864,0.743,1,0.102,0.547,139.925,"1w8vh6tGExWiPJv49U7Zd7","J Balvin;Willy William;4B",140973,"Mi Gente - 4B Remix","Mi Gente (4B Remix)","major","C# major","1vyhD5VmyZ7KMfW5gqLgo5;4RSyJzf7ef6Iu2rnLdabNq;0LIl9fjMPEZp8UDiL8Yuo4",37
"380","single","2017-11-03",2017,0.864,0.762,1,0.114,0.517,139.966,"6zCcdpDgVbkuHO6qSMRuTe","J Balvin;Willy William;4B",140571,"Mi Gente - 4B Remix","Mi Gente (4B Remix)","major","C# major","1vyhD5VmyZ7KMfW5gqLgo5;4RSyJzf7ef6Iu2rnLdabNq;0LIl9fjMPEZp8UDiL8Yuo4",15
"381","single","2017-11-03",2017,0.862,0.747,1,0.124,0.504,139.962,"4D2kK9vQMdS4QExQPqvTCn","J Balvin;Willy William;4B",142026,"Mi Gente - 4B Remix","Mi Gente (4B Remix)","major","C# major","1vyhD5VmyZ7KMfW5gqLgo5;4RSyJzf7ef6Iu2rnLdabNq;0LIl9fjMPEZp8UDiL8Yuo4",3
"382","single","2017-11-03",2017,0.862,0.747,1,0.124,0.504,139.962,"4X7FjU2jM3bmVTeJzcORci","J Balvin;Willy William;4B",142026,"Mi Gente - 4B Remix","Mi Gente (4B Remix)","major","C# major","1vyhD5VmyZ7KMfW5gqLgo5;4RSyJzf7ef6Iu2rnLdabNq;0LIl9fjMPEZp8UDiL8Yuo4",10
"383","single","2017-11-03",2017,0.864,0.762,1,0.114,0.517,139.966,"4bTkCH4WkK5WsXqZTmOuvF","J Balvin;Willy William;4B",140571,"Mi Gente - 4B Remix","Mi Gente (4B Remix)","major","C# major","1vyhD5VmyZ7KMfW5gqLgo5;4RSyJzf7ef6Iu2rnLdabNq;0LIl9fjMPEZp8UDiL8Yuo4",9
"384","single","2017-11-03",2017,0.617,0.938,11,0.0696,0.583,75.029,"564pJYQGTIYKzAyXGuiLb9","J Balvin;Willy William;Aazar",198431,"Mi Gente - Aazar Remix","Mi Gente (Aazar Remix)","minor","B minor","1vyhD5VmyZ7KMfW5gqLgo5;4RSyJzf7ef6Iu2rnLdabNq;7oNtf1MwhHcyXRsYXE1WsG",13
"385","single","2017-11-03",2017,0.624,0.936,11,0.092,0.652,74.981,"2V1aJletyCOnANMMu1KPIF","J Balvin;Willy William;Aazar",198800,"Mi Gente - Aazar Remix","Mi Gente (Aazar Remix)","minor","B minor","1vyhD5VmyZ7KMfW5gqLgo5;4RSyJzf7ef6Iu2rnLdabNq;7oNtf1MwhHcyXRsYXE1WsG",33
"386","single","2017-11-03",2017,0.617,0.928,1,0.0855,0.597,74.98,"3nWNbb1WGSstPMJrsh8NBi","J Balvin;Willy William;Aazar",200720,"Mi Gente - Aazar Remix","Mi Gente (Aazar Remix)","minor","C# minor","1vyhD5VmyZ7KMfW5gqLgo5;4RSyJzf7ef6Iu2rnLdabNq;7oNtf1MwhHcyXRsYXE1WsG",9
"387","single","2017-11-03",2017,0.617,0.928,1,0.0855,0.597,74.98,"0iF0v0dZ0F9510vvHDb3ML","J Balvin;Willy William;Aazar",200720,"Mi Gente - Aazar Remix","Mi Gente (Aazar Remix)","minor","C# minor","1vyhD5VmyZ7KMfW5gqLgo5;4RSyJzf7ef6Iu2rnLdabNq;7oNtf1MwhHcyXRsYXE1WsG",2
"388","single","2017-11-03",2017,0.604,0.929,11,0.0969,0.618,74.978,"5uFNinAhuTOqPRPcdsP18v","J Balvin;Willy William;Aazar",200720,"Mi Gente - Aazar Remix","Mi Gente (Aazar Remix)","minor","B minor","1vyhD5VmyZ7KMfW5gqLgo5;4RSyJzf7ef6Iu2rnLdabNq;7oNtf1MwhHcyXRsYXE1WsG",3
"389","single","2017-11-03",2017,0.804,0.864,4,0.111,0.656,118.068,"0el1xwKau1bBXMyuVL4ZfF","J Balvin;Willy William;Busta K",183199,"Mi Gente - Busta K Remix","Mi Gente (Busta K Remix)","minor","E minor","1vyhD5VmyZ7KMfW5gqLgo5;4RSyJzf7ef6Iu2rnLdabNq;0zpB6hHRw9lCMSRTf3l7hE",18
"390","single","2017-11-03",2017,0.807,0.849,4,0.14,0.714,118.027,"2O1j9r5LQKTb4UDo6bxRrz","J Balvin;Willy William;Busta K",183600,"Mi Gente - Busta K Remix","Mi Gente (Busta K Remix)","minor","E minor","1vyhD5VmyZ7KMfW5gqLgo5;4RSyJzf7ef6Iu2rnLdabNq;0zpB6hHRw9lCMSRTf3l7hE",35
"391","single","2017-11-03",2017,0.807,0.845,4,0.13,0.705,118.065,"1XmbF0dgj5qrOalvMym7il","J Balvin;Willy William;Busta K",185093,"Mi Gente - Busta K Remix","Mi Gente (Busta K Remix)","minor","E minor","1vyhD5VmyZ7KMfW5gqLgo5;4RSyJzf7ef6Iu2rnLdabNq;0zpB6hHRw9lCMSRTf3l7hE",4
"392","single","2017-11-03",2017,0.807,0.845,4,0.13,0.705,118.065,"2K0lERU1xkJ647L4CqJ9X9","J Balvin;Willy William;Busta K",185093,"Mi Gente - Busta K Remix","Mi Gente (Busta K Remix)","minor","E minor","1vyhD5VmyZ7KMfW5gqLgo5;4RSyJzf7ef6Iu2rnLdabNq;0zpB6hHRw9lCMSRTf3l7hE",10
"393","single","2017-11-03",2017,0.807,0.847,4,0.13,0.705,118.064,"7sQ4ZSNa9bwkcyKaxz11sp","J Balvin;Willy William;Busta K",185093,"Mi Gente - Busta K Remix","Mi Gente (Busta K Remix)","minor","E minor","1vyhD5VmyZ7KMfW5gqLgo5;4RSyJzf7ef6Iu2rnLdabNq;0zpB6hHRw9lCMSRTf3l7hE",4
"394","single","2017-11-03",2017,0.47,0.873,11,0.0588,0.136,125.595,"6YOqsrj4Gv2jNgbMBlF3ML","J Balvin;Willy William;F4ST;Velza & Loudness",211481,"Mi Gente - F4st & Velza Loudness Remix","Mi Gente (F4st & Velza Loudness Remix)","minor","B minor","1vyhD5VmyZ7KMfW5gqLgo5;4RSyJzf7ef6Iu2rnLdabNq;25zPr5malvJ4FznDZUVo1a;2kOMJsJc6Ai550awSlkfOS",11
"395","single","2017-11-03",2017,0.459,0.867,11,0.0611,0.158,127.986,"5jjnmIghfZ6wVXPo0msxZT","J Balvin;Willy William;F4ST;Velza & Loudness",213373,"Mi Gente - F4ST, Velza & Loudness Remix","Mi Gente (F4ST, Velza & Loudness Remix)","minor","B minor","1vyhD5VmyZ7KMfW5gqLgo5;4RSyJzf7ef6Iu2rnLdabNq;25zPr5malvJ4FznDZUVo1a;2kOMJsJc6Ai550awSlkfOS",9
"396","single","2017-11-03",2017,0.47,0.873,11,0.0588,0.136,125.595,"7cGfIpMnY3gHL1FZttV6A6","J Balvin;Willy William;F4st & Velza",211481,"Mi Gente - F4st & Velza Loudness Remix","Mi Gente (F4st & Velza Loudness Remix)","minor","B minor","1vyhD5VmyZ7KMfW5gqLgo5;4RSyJzf7ef6Iu2rnLdabNq;5RSWLu9qgxFx8sfkwQMimG",2
"397","single","2017-11-03",2017,0.786,0.737,9,0.0769,0.279,127.997,"746X5vmwHEnEMI1v7tlwsJ","J Balvin;Willy William;Hardwell;Quintino",142968,"Mi Gente - Hardwell & Quintino Remix","Mi Gente (Hardwell & Quintino Remix)","major","A major","1vyhD5VmyZ7KMfW5gqLgo5;4RSyJzf7ef6Iu2rnLdabNq;6BrvowZBreEkXzJQMpL174;1V3VTM7VspiQjcmRhC010n",30
"398","single","2017-11-03",2017,0.742,0.719,6,0.0947,0.272,127.903,"4tkvqzZhw8QwcZnhEAEVXt","J Balvin;Willy William;Hardwell;Quintino",145080,"Mi Gente - Hardwell & Quintino Remix","Mi Gente (Hardwell & Quintino Remix)","minor","F# minor","1vyhD5VmyZ7KMfW5gqLgo5;4RSyJzf7ef6Iu2rnLdabNq;6BrvowZBreEkXzJQMpL174;1V3VTM7VspiQjcmRhC010n",7
"399","single","2017-11-03",2017,0.742,0.719,6,0.0947,0.272,127.903,"6svHCSQ5yElWdBDVtGavh6","J Balvin;Willy William;Hardwell;Quintino",145080,"Mi Gente - Hardwell & Quintino Remix","Mi Gente (Hardwell & Quintino Remix)","minor","F# minor","1vyhD5VmyZ7KMfW5gqLgo5;4RSyJzf7ef6Iu2rnLdabNq;6BrvowZBreEkXzJQMpL174;1V3VTM7VspiQjcmRhC010n",23
