"","id","name","popularity","followers.total","genres","type","total_num_songs","main_genre","degree","betweenness","eigenvector"
"5341","1ta4ZlzC03FwlTpsoSMMdj","Jinx Da Juvy",15,104,"0","non_billboard",0,"other",1,0,0.00174262196599428
"5342","3qUOX2z1S7tpp9UrgJZ6rc","Loose",28,18,"0","non_billboard",0,"other",1,0,0.00174262196599428
"5343","3nLE33yBJ82QPWzvvqv7rE","Mic Geronimo",31,32422,"deep east coast hip hop;hardcore hip hop;queens hip hop","non_billboard",0,"hip hop, rap",1,0,0.00174262196599428
"5344","3rTbLTVoxtJrCypTjkl0xD","Mysonne",39,18150,"battle rap","non_billboard",0,"hip hop, rap",3,1523.77780474587,0.0109842610945817
"5345","2MB2FfSmXBvPhsvvMLwDqJ","Kashmir",13,19,"0","non_billboard",0,"other",1,0,0.00174262196599428
"5346","6x9QLdzo6eBZxJ1bHsDkjg","Sisqo",60,677181,"hip hop;hip pop;new jack swing;r&b;urban contemporary","non_billboard",0,"jazz, soul, r&b",3,1199.27280893604,0.00564309119119006
"5347","2odPWHs3I7YDxhi7GX0mBR","Regina Bell",22,173,"0","non_billboard",0,"other",1,0,0.00174262196599428
"5348","0bjXCZq42vKKBtCaS4UeT8","Dyme",35,94,"0","non_billboard",0,"other",2,1822.37792256909,0.00213818561452501
"5349","6rU8Xn3O12iUhFCKWNkHDf","Kasino",14,49,"0","non_billboard",0,"other",1,0,0.00174262196599428
"5350","4lVqYjAQzSJGA1qoEHtKfh","Kasino",32,684,"0","non_billboard",0,"other",1,0,0.00174262196599428
"5351","5Vg10TglAzllS3ZPyEG6gD","Kasseem Dean",28,78,"0","non_billboard",0,"other",1,0,0.00174262196599428
"5352","6ss7NRk9Y2P9n8q1yH2HXA","Godfather of Harlem",49,15814,"0","non_billboard",0,"other",4,823.428410722777,0.0224585787289151
"5353","6W7XIO8Ua1RIisnSf0QIoI","Steve Howe",32,53196,"art rock;jazz fusion;neo-progressive;progressive rock;symphonic rock","non_billboard",0,"jazz, soul, r&b",1,0,0.00174262196599428
"5354","2gNdXbhyIbXHWvurrlrUAq","Ian Paice",28,1043,"rock drums","non_billboard",0,"rock",1,0,0.00174262196599428
"5355","0flYfrrftzFu8sFjWv5pL1","AXIOMATIC",11,17,"0","non_billboard",0,"other",1,0,0.00174262196599428
"5356","5RBdF1pJSLF3ugc2Y2PoB8","Savant",47,158927,"complextro;edm;electro house;filthstep","non_billboard",0,"edm, techno, house",1,0,0.00174262196599428
"5357","3dE92yGWcrboP1kC5SWyqu","Todd Terry",53,51899,"classic house;deep groove house;deep house;disco house;diva house;funky house;funky tech house;garage house;hip house;house;soulful house;tech house;tribal house;vocal house","non_billboard",0,"edm, techno, house",11,670866.843508343,0.012825112318561
"5358","5cdEPa7H3kvcYIOms133AA","Big Moeses",4,423,"0","non_billboard",0,"other",1,0,0.00174262196599428
"5359","34EjMvXuZmPcdnb4b9VA8U","Joe Young",42,3754,"tin pan alley","non_billboard",0,"other",1,0,0.00174262196599428
"5360","4M6Z1wubeKtwPqbjJygTOc","Shontelle",59,536109,"barbadian pop;dance pop;post-teen pop;urban contemporary","non_billboard",0,"pop",1,0,0.00174262196599428
"5361","0OAEf9q3CVWozC6OAidXPX","Big Sha",23,2794,"bulgarian hip hop;bulgarian pop;chalga","non_billboard",0,"pop",1,0,0.00174262196599428
"5362","0u7gssqdwWaO1aMaSuvXtx","Robert Randolph",48,7858,"jam band;sacred steel;steel guitar","non_billboard",0,"other",4,49868.7605783835,0.00106658604770766
"5363","6FxuPrpa8phaP3Xn73emhT","The Wood Brothers",59,187204,"blues rock;deep new americana;funk;jam band;modern blues;modern blues rock;new americana;progressive bluegrass;roots rock;stomp and holler","non_billboard",0,"jazz, soul, r&b",1,0,6.01261358395942e-07
"5364","7AJNTCR4NEQFQdiC4JIEod","Oliver Wood",12,56,"0","non_billboard",0,"other",1,0,6.01261358395816e-07
"5365","4ORGLIaI1piqzCpthayo9B","Red Coldhearted",46,857,"0","non_billboard",0,"other",1,0,0.0017855138999233
"5366","5YZ5AExR68U3ZblH6HcO6B","Leven Kali",59,137198,"alternative r&b;chill r&b;indie r&b;indie soul;r&b","non_billboard",0,"jazz, soul, r&b",1,0,0.0017855138999233
"5367","3fHjwMnkM9ov8CozqkYxWY","Ramriddlz",45,94781,"canadian contemporary r&b;canadian hip hop;rap calme;trap soul","non_billboard",0,"jazz, soul, r&b",1,0,0.0017855138999233
"5368","3UfNB0QfnzcwdcuNMa0JrF","Lamb",27,160,"0","non_billboard",0,"other",1,0,0.0017855138999233
"5369","4l8WPB3dhjAUOFcoCa8FOR","Neako",29,5996,"new jersey rap;soul flow","non_billboard",0,"jazz, soul, r&b",1,0,0.0017855138999233
"5370","3G1mJlJ4VCzv5TRNSSoHQF","Ethereal",23,66,"0","non_billboard",0,"other",1,0,0.0017855138999233
"5371","62k5LKMhymqlDNo2DWOvvv","Boys Noize",61,245891,"alternative dance;electro house;filter house;german dance;german techno;new rave","non_billboard",0,"edm, techno, house",5,51320.4655050811,0.0177363742475069
"5372","77bjO3iNEdkJfszgcf6YnB","Dutch Uncles",23,11196,"math pop","non_billboard",0,"pop",1,0,1.03000839190736e-06
"5373","7hB1zE5jfaEcmtLjnFpOGZ","Kye Kye",30,20635,"portland indie","non_billboard",0,"other",1,0,1.03000839190752e-06
"5374","4vpTmnsT3BkoGvukOmtYck","Smash Mode",12,19,"0","non_billboard",0,"other",3,69072.7712956824,0.00533343352380752
"5375","1MrEurzLcL8ugfP1PrUPWG","Billie Joe Armstrong",50,104468,"0","non_billboard",0,"other",2,323.502406905045,2.86062929291088e-05
"5376","3F67AtTtCl1kQQJJs4h3oD","The Cast of American Idiot",12,9,"0","non_billboard",0,"other",1,0,9.00283764170435e-06
"5377","40v31oiMOaz7dorFhevJRp","Jake Worthington",36,6746,"deep talent show","non_billboard",0,"other",2,0,3.49022111229975e-05
"5378","4TshyQDihSYXSWqvclXl3I","Parmalee",66,163229,"contemporary country;country;country pop;country road;modern country rock;modern uplift","non_billboard",0,"country",3,866.48727454737,0.00094367455332427
"5379","37zdNthUsPowEeNJDeCCYx","Allison Ponthier",56,9724,"modern indie folk","non_billboard",0,"other",1,0,7.21987148987978e-07
"5380","2J4OtxGyz0EcveDrxDpbAL","Andrew Atwood",13,54,"0","non_billboard",0,"other",1,0,4.01140942611829e-06
"5381","2MbY32LPINIi9P6PCkrOJI","MC4D",38,962,"0","non_billboard",0,"other",1,0,4.01140942611827e-06
"5382","0BMfVLB7t0VCzNBZZKBy6A","JVNA",50,55397,"electra;melodic dubstep;pop edm","non_billboard",0,"edm, techno, house",1,0,4.01140942611861e-06
"5383","2dyKpSod3qFziPKbU36zza","adam&steve",35,8754,"0","non_billboard",0,"other",2,1493.77753703496,4.9743070202356e-05
"5384","6H0W77uSTp8UuAXPYFd4HU","Tyler Welsh",13,19,"0","non_billboard",0,"other",1,0,4.01140942611815e-06
"5385","6Bya6Ex10N7jjzwdPD4DWH","Fred Mascherino",13,72,"0","non_billboard",0,"other",1,0,4.01140942611809e-06
"5386","3USpNaxpX1iNqNnQWqg9ob","Mack 10",59,503613,"chicano rap;g funk;gangster rap;hardcore hip hop;hip hop;hyphy;rap;west coast rap","non_billboard",0,"jazz, soul, r&b",6,8158.55099234413,0.0233745953649645
"5387","0n29ZuvPIQeePo29sVGEy8","Big Wy",28,3352,"0","non_billboard",0,"other",2,0,0.0125140476143562
"5388","1SncSgYiDk2kCBBaXIYcwd","Fat Trel",47,168631,"dmv rap;trap","non_billboard",0,"hip hop, rap",5,1165.44677575827,0.0328807870004221
"5389","34YnXqlweT6LOYwBR17x3r","J. Black",35,340,"0","non_billboard",0,"other",3,53.1706570851109,0.0116673445425732
"5390","1pCVxwkdixCeBPTboRZIi2","TeeFLii",49,64847,"west coast trap","non_billboard",0,"hip hop, rap",4,0,0.0186341484041311
"5391","1DM42neJgK1N8ZfgtsPrqe","Mozzy",37,1191,"0","non_billboard",0,"other",2,0,0.00895749577705349
"5392","3uhJHJFmFtFloOhRCDocit","Mitchy Slick",42,19626,"hyphy;san diego rap;west coast rap;west coast trap","non_billboard",0,"hip hop, rap",1,0,0.00478434885586912
"5393","19sOVfRZSluwEKSRVtJk91","Buddy",28,1354,"0","non_billboard",0,"other",1,0,0.00478434885586912
"5394","1grD3RkZNEVH9vgPUxhIDS","Cuzzy Capone",35,2659,"0","non_billboard",0,"other",1,0,0.00478434885586912
"5395","3pa1t3NwCBEVQmXjSeEu8b","G.I.-JOE",26,500,"0","non_billboard",0,"other",1,0,0.00478434885586912
"5396","1u3iAH558OCRoeuhXECY5k","Conrad",24,193,"0","non_billboard",0,"other",1,0,0.00478434885586912
"5397","3sU3G7KxtBfrAkIVhSdc4u","Pac-Man",34,1310,"deep southern trap","non_billboard",0,"hip hop, rap",1,0,0.00478434885586912
"5398","5vIbOHLEq5uLoCRV6ys20U","J Stone",47,22629,"west coast trap","non_billboard",0,"hip hop, rap",1,0,0.00478434885586912
"5399","4IZQLLqfUYsRzTBiV3vywZ","Vernardo",24,40,"0","non_billboard",0,"other",1,0,0.00478434885586912
"5400","1INyasBYh5SudQTfTXVkl7","Cobby Supreme",37,1232,"0","non_billboard",0,"other",1,0,0.00478434885586912
"5401","53AHN4OWZvpRLazA0G41n1","Dubb",34,353,"0","non_billboard",0,"other",1,0,0.00478434885586912
"5402","5Cc1DGu1DTgyHo51pdaG8z","BH",34,3256,"melodic dubstep","non_billboard",0,"edm, techno, house",1,0,0.00478434885586912
"5403","2qJK42UO7YUYV8jMCrssqJ","Z:RO",35,5311,"houston rap","non_billboard",0,"hip hop, rap",1,0,0.00478434885586912
"5404","74cF3eNW4akCrBUVMAyzIx","Zeke",21,6,"0","non_billboard",0,"other",1,0,0.00478434885586912
"5405","5ZCFIYE6VgSzDX0AZcDwPx","Goldie",37,401,"0","non_billboard",0,"other",1,0,0.00478434885586912
"5406","43Y1dXBDtBQxLap8vjqFxw","Steve Jobs",16,240,"0","non_billboard",0,"other",1,0,0.00478434885586912
"5407","5m8XGyImQVMsITQEr6pxlg","Yung Brodee",23,87,"0","non_billboard",0,"other",1,0,0.00478434885586912
"5408","716SiibrhHHHnXyK6JojtL","Kid Cali",18,212,"0","non_billboard",0,"other",1,0,0.00478434885586912
"5409","6MwT4wHSf2gjgItHa0FItL","Question?",27,2343,"0","non_billboard",0,"other",1,0,0.00478434885586912
"5410","3AjbXxZebk0g89BoVlcXhp","Rimpau",26,644,"west coast trap","non_billboard",0,"hip hop, rap",1,0,0.00478434885586912
"5411","6YSMesXhV7IroH2w65qSW0","June Summers",27,406,"0","non_billboard",0,"other",1,0,0.00478434885586912
"5412","3Y6q2O36CySYgzGRLlgkaC","Lil Cali",18,6761,"deep southern trap","non_billboard",0,"hip hop, rap",1,0,0.00478434885586912
"5413","5JGpPNGJLhIgWbHhbNSCUw","Smoke",25,1420,"0","non_billboard",0,"other",1,0,0.00478434885586912
"5414","54QfCw9UFq4SUZydhuDVSy","Numbers",18,975,"0","non_billboard",0,"other",1,0,0.00478434885586912
"5415","7tZrWfaCLVG6ijO3C2ocbQ","Kokane",51,113986,"g funk;hyphy;west coast rap;west coast trap","non_billboard",0,"jazz, soul, r&b",6,1140.78132031142,0.0319768613629724
"5416","05r074V8jQTR9UQlGsl65Z","Ty Nati",9,6,"0","non_billboard",0,"other",1,0,0.00478434885586912
"5417","2TnwAzU7Jf2YUDByVAJw1u","Eddie B",16,386,"0","non_billboard",0,"other",1,0,0.00478434885586912
"5418","1wylorI4JZehnqW5pvibrg","Hoodsta Rob",18,62,"0","non_billboard",0,"other",1,0,0.00478434885586912
"5419","31duYa11y99IadGrtn5cit","Slauson Boyz",7,78,"0","non_billboard",0,"other",1,0,0.00478434885586912
"5420","3elR9fj2COXgTJlJm7NtP7","YG",47,22141,"0","non_billboard",0,"other",10,1915.92703879711,0.06974641056206
"5421","19m3CrPzqgrrF0HfUZTc1b","Coby Supreme of Slausonboyz",12,13,"0","non_billboard",0,"other",1,0,0.00478434885586912
"5422","1TC1Dj7qy98gBriJdOgDMh","Glasses Malone",41,27461,"west coast trap","non_billboard",0,"hip hop, rap",5,9569.00002435735,0.0188070077872241
"5423","2RaUiNN5Ufv376AW7G3tth","Tasleema",14,7,"0","non_billboard",0,"other",1,0,0.00478434885586912
"5424","2eaRtGP9YpxpgM8De4a6ra","Taslema",16,12,"0","non_billboard",0,"other",1,0,0.00478434885586912
"5425","0A6xjXdR9HOh8tAf8KwCwj","Coby Supreme",20,65,"0","non_billboard",0,"other",1,0,0.00478434885586912
"5426","1nje8QBwL4yYX0nvwvgmgP","Hoodsta Rob Of The Slausonboyz",15,10,"0","non_billboard",0,"other",1,0,0.00478434885586912
"5427","7JWJASC3pu3z8Dv8wgCZUp","Baby We Dogg Of the Slausonboyz",11,9,"0","non_billboard",0,"other",1,0,0.00478434885586912
"5428","7pFXuWBUQU6plMFAWqVsTl","We-Dogg",11,16,"0","non_billboard",0,"other",1,0,0.00478434885586912
"5429","0TxiTW55Nu8IP9AYjlOBiv","K Young(Slausonboyz)",11,44,"0","non_billboard",0,"other",1,0,0.00478434885586912
"5430","6pkH0X5n4Y62XfJnYXtGRa","Cuzzy Capone (Slausonboyz",3,11,"0","non_billboard",0,"other",1,0,0.00478434885586912
"5431","2V3tKxrEA49LC1GzdAoVQV","Hoodsta Rob (Slausonboyz)",3,18,"0","non_billboard",0,"other",1,0,0.00478434885586912
"5432","1cf5mxFOXeMWQAhMJUBgoI","Jstone",2,15,"0","non_billboard",0,"other",1,0,0.00478434885586912
"5433","5XOdh1gjkCAYlc4npZcFkn","Chin Wha",2,12,"0","non_billboard",0,"other",1,0,0.00478434885586912
"5434","7aejAl3f9RHWPzAbpqVde1","The Slausonboyz",2,29,"0","non_billboard",0,"other",1,0,0.00478434885586912
"5435","3rvSuJiIP73woedHEvSA7r",".38 Special",4,112,"0","non_billboard",0,"other",1,0,0.00478434885586912
"5436","3kf0gOpxWtkyeMNJVDQPtd","Smoke DZA",55,216836,"alternative hip hop;boom bap;harlem hip hop;hip hop;rap;trap;underground hip hop","non_billboard",0,"hip hop, rap",12,14579.5400570757,0.0524014760673929
"5437","4qugUEWwIvU8SmECBnjA2h","Baby We-Dogg",2,2,"0","non_billboard",0,"other",1,0,0.00478434885586912
"5438","2wUae7kJYPlFnoM3Ws8KIw","The Question",8,70,"mod revival","non_billboard",0,"other",1,0,0.00478434885586912
"5439","1Jh1X4YaB1vwEvvk1CzOJT","Cuzzy Capone (Slausonboyz)",3,53,"0","non_billboard",0,"other",1,0,0.00478434885586912
"5440","09xicKWqObdn3Vlwsv0yhV","Tay Nati",9,8,"0","non_billboard",0,"other",1,0,0.00478434885586912
"5441","5c76oKAQSeOeF7iQOCwMBX","Slauson Boyz And Killa Twan",2,18,"0","non_billboard",0,"other",1,0,0.00478434885586912
"5442","5otq2HOKO7msbVjNFCvF5K","Sloanbone",9,40,"0","non_billboard",0,"other",1,0,0.00478434885586912
"5443","6gxkhWe98bvbEvqzoiouIQ","Pozition",17,523,"0","non_billboard",0,"other",1,0,0.00478434885586912
"5444","58uHGZYKbm0eVLow3VFZmc","D-Moe",16,545,"0","non_billboard",0,"other",3,66.6996022554239,0.0251677427285761
"5445","6USsKcAGvRZJwoKdvMznWr","Y2",41,4352,"austin hip hop","non_billboard",0,"hip hop, rap",2,1477.769076976,0.00677712930987943
"5446","4DEiQ9ECCCLbZEdWWYg3sf","Bino",15,132,"0","non_billboard",0,"other",2,0,0.00921206430041997
"5447","0o4kzgWNJKExdc80OY5k66","Teecee",9,281,"0","non_billboard",0,"other",2,0,0.0096892909273303
"5448","4x2GpMP6bQGWIgGx2OAujt","RJ",44,38667,"west coast trap","non_billboard",0,"hip hop, rap",3,0,0.0174189896858174
"5449","6yZOaRYmfaeDLGlfZ5CJ4U","Cee Wee 3",9,1521,"san diego rap","non_billboard",0,"hip hop, rap",1,0,0.00478434885586912
"5450","4zBPpawYsyZtDNHMOeLsIf","Kaizer Sose",7,111,"0","non_billboard",0,"other",1,0,0.00478434885586912
"5451","3cvKNz7BwIY404XtZ5tpUW","Troy Ave",52,135877,"trap","non_billboard",0,"hip hop, rap",1,0,0.00478434885586912
"5452","6jxijImRK7h1XMdLPk39Cz","InkMonstarr",26,1023,"west coast trap","non_billboard",0,"hip hop, rap",1,0,0.00478434885586912
"5453","55TH3aMMK1u2VsR8DPGC6D","Mistah F.A.B.",48,82362,"cali rap;hyphy;oakland hip hop;west coast trap","non_billboard",0,"hip hop, rap",3,331.90716381585,0.0216530946543133
"5454","45SyWrzLsBazPGdoojsSLW","Broke Boy Lord",32,725,"0","non_billboard",0,"other",1,0,0.00175984295833252
"5455","0QtTAKI96I6w8ByQIY3QQv","TG Kommas",34,4163,"baton rouge rap;deep southern trap","non_billboard",0,"hip hop, rap",2,5.92784812048179,0.00344584989471659
"5456","35DouyTReIDUswuUBTDgvf","Scoot Da Kidd",27,2371,"indiana hip hop","non_billboard",0,"hip hop, rap",1,0,0.00175984295833252
"5457","3o6rIhI1Ahunc62U1tx6tg","Madmarcc",41,11261,"atl trap","non_billboard",0,"hip hop, rap",1,0,0.00175984295833252
"5458","77gMBvQ2frbQAPyCeoYGm7","Lakeyah",60,48640,"pop r&b;pop rap","non_billboard",0,"jazz, soul, r&b",2,0,0.00438875373558021
"5459","0COs186pbsB7w86wy4KPy4","42 Twinz",17,1648,"detroit trap","non_billboard",0,"hip hop, rap",1,0,0.00175984295833252
"5460","5FkUhnHQ0KC63549LHHtst","Skillibeng",61,128660,"dancehall;trinibad","non_billboard",0,"other",2,0,0.0130654908253941
"5461","6Xiuj9T13YmHkjZ70VWerK","PTAF",50,131,"0","non_billboard",0,"other",1,0,0.00937567794822618
"5462","3aBe7wR8eOZi8vqw3JgHiZ","F1JO",29,623,"0","non_billboard",0,"other",1,0,0.00937567794822618
"5463","5Mq7iqCWBzofK39FBqblNc","Jessie Ware",66,632573,"art pop;british soul;dance pop;electropop;neo soul;pop;pop soul;tropical house;uk pop","non_billboard",0,"edm, techno, house",3,5044.74743965634,0.0130379715233209
"5464","3cjyqM4lb0grqM0j4opTXM","Parker Ighile",32,1510,"0","non_billboard",0,"other",1,0,0.00937567794822618
"5465","5ZydGR5KkXdV6XGJ9mYvdh","Thomas Brinx",30,408,"0","non_billboard",0,"other",1,0,0.00937567794822618
"5466","4L3GTE04bW5N7azA9QPhjA","Beenie Man",63,374537,"dancehall;reggae fusion;soca","non_billboard",0,"other",8,4651.64494712347,0.0347766515266101
"5467","0iT8uAvUnmn8hNLHN3zmQz","PARKER",3,9,"0","non_billboard",0,"other",1,0,0.00937567794822618
"5468","7o95ZoZt5ZYn31e9z1Hc0a","Natasha Bedingfield",69,1308415,"dance pop;europop;neo mellow;pop;pop rock;post-teen pop","non_billboard",0,"rock",3,81427.4908076783,0.00944520731972868
"5469","73KwqWuob0R53I14Vs56p9","Jesy Nelson",64,32354,"dance pop;pop","non_billboard",0,"pop",1,0,0.00937567794822618
"5470","7IziQIyiq8TGse0Mc1laYi","K4mo",44,424,"0","non_billboard",0,"other",3,0,0.0192047717363573
"5471","1ixqGowpDM21RwyJmJ7hpv","Skales",52,77112,"afro dancehall;afropop;azontobeats;nigerian pop","non_billboard",0,"pop",3,0,0.0166734702809911
"5472","167yXtyZFzoIEl4650nGkt","Chopstix",25,304,"0","non_billboard",0,"other",3,0,0.0166734702809911
"5473","09M87xFMTKdsWJxpEWaiat","Salvi",56,2529,"0","non_billboard",0,"other",4,1232.4781051272,0.0203966986526756
"5474","0TYZYvhCa4WAROeHC0HdtQ","Arpa",9,14,"0","non_billboard",0,"other",3,0,0.0166734702809911
"5475","0QaSiI5TLA4N7mcsdxShDO","Sub Focus",65,306713,"dancefloor dnb;drum and bass;uk dance;uk dnb","non_billboard",0,"other",5,20661.945377429,0.0170225832025159
"5476","7MAmAdNJ8JLL7JCHzIJkoo","Big Fish",36,7940,"0","non_billboard",0,"other",4,41.2862081633855,0.0219441830310516
"5477","1FvQZpPhaVvSoQnpslxnvb","Distance",29,13453,"bass music;classic dubstep;deep dubstep","non_billboard",0,"edm, techno, house",2,2011.33984533275,0.00968485372405428
"5478","2Mo2yHjmrDRZW7yRuJwR2w","YEONJUN",58,62472,"0","non_billboard",0,"other",1,0,0
"5479","4WmdmK9wvEhtRChA2ko9Sr","Batu",26,8815,"bristol electronic;experimental techno","non_billboard",0,"edm, techno, house",1,0,9.24637679313774e-05
"5480","6FtSCON62H1CEJtN39y9yI","Bjarki",34,26630,"icelandic electronic;minimal dub","non_billboard",0,"other",1,0,9.24637679313772e-05
"5481","3ZKF46z6u0UsjAfqqtYldn","Population One",10,990,"detroit techno","non_billboard",0,"edm, techno, house",1,0,9.24637679313771e-05
"5482","70UHL8BEGqoUNmXfXi0nGr","PTU",21,5546,"russian electronic;russian experimental electronic;russian techno","non_billboard",0,"edm, techno, house",1,0,9.24637679313775e-05
"5483","50Gx1SNB4vH2V7peIiYD4S","Emika",42,40963,"electronica","non_billboard",0,"other",1,0,9.24637679313776e-05
"5484","6zh25V1pQ8IQpxDYVmFSrT","Hieroglyphic Being",17,5957,"afrofuturism;ninja","non_billboard",0,"other",1,0,9.24637679313776e-05
"5485","5Xne33FZ09XOBOG2Kg1Ser","EOD",22,3687,"acid idm;drill and bass","non_billboard",0,"other",1,0,9.24637679313772e-05
"5486","30wsA5J9RcG1gJmY2L1i8Y","Fred P",3,14,"0","non_billboard",0,"other",1,0,9.24637679313774e-05
"5487","4XbQUkFYWthjpAPp96lHWt","Buttechno",28,10716,"new isolationism;outsider house;russian electronic;russian techno","non_billboard",0,"edm, techno, house",1,0,9.24637679313773e-05
"5488","1oZmFNkGAT93yD1xX4vTRE","Nina Kraviz",52,346667,"electra;minimal techno;russian electronic;russian techno","non_billboard",0,"edm, techno, house",3,42751.3760426935,0.00152645715203012
"5489","0sV6QzECLIDKuGvscO13V5","Lucy",29,374,"0","non_billboard",0,"other",1,0,9.24637679313774e-05
"5490","0sRVVDpgF2sKzPBkDszzUl","Laurel Halo",37,53466,"art pop;bass music;deconstructed club;drone;electra;experimental pop;fourth world;freak folk;gauze pop;grave wave;hauntology;mandible;outsider house","non_billboard",0,"edm, techno, house",1,0,9.24637679313773e-05
